TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2023,4,11,14,0,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
Other Theft,2023,4,13,20,23,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
Other Theft,2023,4,25,19,5,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
Other Theft,2023,4,28,20,48,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
Other Theft,2023,4,24,22,39,7XX ROBSON ST,Central Business District,491281.5324,5458739.6944
Other Theft,2023,6,4,13,10,7XX ROBSON ST,Central Business District,491281.5324,5458739.6944
Other Theft,2023,5,4,13,10,7XX SE MARINE DR,Sunset,493436.6955,5450929.6158
Other Theft,2023,2,17,12,0,7XX SEYMOUR ST,Central Business District,491410.7285,5458715.0088
Other Theft,2023,4,2,13,0,7XX TERMINAL AVE,Strathcona,493541.2994,5457587.2146
Other Theft,2023,4,4,4,0,7XX THURLOW ST,West End,490937.9534,5459112.7056
Other Theft,2023,2,2,10,41,7XX THURLOW ST,West End,490950.0367,5459137.7668
Other Theft,2023,2,28,15,16,7XX THURLOW ST,West End,490950.0367,5459137.7668
Other Theft,2023,5,23,17,14,7XX THURLOW ST,West End,490967.1495,5459154.9226
Other Theft,2023,1,20,14,0,7XX VERNON DR,Strathcona,494231.0322,5458384.1252
Other Theft,2023,1,7,0,0,7XX W 12TH AVE,Fairview,491198.5761,5456418.7169
Other Theft,2023,2,19,7,0,7XX W 27TH AVE,South Cambie,491172.2433,5454939.8053
Other Theft,2023,4,7,17,20,7XX W 60TH AVE,Marpole,491149.5707,5451481.3308
Other Theft,2023,4,26,17,12,7XX W 62ND AVE,Marpole,491244.5315,5451270.6759
Other Theft,2023,5,2,8,0,7XX W 64TH AVE,Marpole,491227.8205,5451066.6982
Other Theft,2023,1,13,8,11,7XX W BROADWAY AVE,Fairview,491172.2681,5456739.2076
Other Theft,2023,1,12,17,30,7XX W BROADWAY AVE,Fairview,491205.4662,5456729.413
Other Theft,2023,4,6,10,0,7XX W BROADWAY AVE,Fairview,491205.4662,5456729.413
Other Theft,2023,1,5,12,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,1,11,19,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,1,16,17,44,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,1,19,12,22,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,1,28,18,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,2,4,17,18,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,2,5,11,1,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,2,5,17,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,3,3,12,30,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,4,4,20,17,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,4,9,15,30,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,4,12,13,15,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,4,15,1,25,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,4,17,14,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,5,16,12,10,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,5,17,14,35,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,5,19,20,15,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2023,1,17,16,25,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2023,2,12,11,10,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2023,3,10,16,30,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2023,4,4,10,30,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2023,5,5,11,50,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2023,5,10,13,51,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2023,6,1,5,15,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2023,6,3,18,20,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2023,1,11,17,45,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,14,10,22,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,15,14,56,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,16,16,17,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,17,18,16,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,18,17,24,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,22,11,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,24,9,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,24,9,24,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,24,18,10,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,25,18,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,1,29,15,44,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,2,4,11,9,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,2,8,18,12,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,2,16,16,48,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,2,20,12,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,2,21,18,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,2,25,11,22,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,2,28,16,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,2,21,25,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,6,12,5,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,7,18,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,7,18,16,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,13,1,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,15,13,54,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,17,17,45,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,17,18,33,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,18,12,20,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,18,18,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,19,13,35,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,20,15,37,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,21,9,38,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,21,19,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,24,16,35,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,26,17,38,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,28,13,40,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,28,19,6,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,3,29,19,10,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,3,11,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,4,15,20,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,7,18,34,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,10,15,27,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,11,11,44,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,11,13,38,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,13,16,58,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,14,13,7,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,20,16,11,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,25,10,40,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,28,14,45,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,29,17,29,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,29,23,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,30,17,8,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,2,12,20,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,2,17,35,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,3,17,11,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,5,19,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,9,17,8,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,11,18,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,14,18,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,14,18,58,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,18,16,55,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,19,15,26,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,20,17,42,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,21,13,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,23,14,31,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,29,18,33,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,5,30,18,18,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,6,4,17,40,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,6,5,14,15,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,6,5,15,19,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,6,6,18,9,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,6,7,10,45,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,6,8,18,44,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2023,4,8,12,56,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Other Theft,2023,3,7,3,0,7XX W HASTINGS ST,Central Business District,491684.2984,5459209.6018
Other Theft,2023,3,16,12,30,7XX W PENDER ST,Central Business District,491586.5194,5459171.5683
Other Theft,2023,4,6,9,45,7XX W PENDER ST,Central Business District,491586.5194,5459171.5683
Other Theft,2023,3,31,13,13,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
Other Theft,2023,4,12,17,20,7XX W PENDER ST,Central Business District,491643.4738,5459104.1741
Other Theft,2023,5,22,17,0,7XX W PENDER ST,Central Business District,491643.4738,5459104.1741
Other Theft,2023,6,6,7,0,7XX WOODLAND DR,Grandview-Woodland,494706.8244,5458413.8144
Other Theft,2023,5,9,22,0,80XX FREMLIN ST,Marpole,490719.3993,5451061.0824
Other Theft,2023,4,25,11,50,80XX GRANVILLE ST,Marpole,489771.0667,5451109.8016
Other Theft,2023,1,8,0,0,80XX HEATHER ST,Marpole,490970.5325,5451130.347
Other Theft,2023,3,25,21,56,80XX NUNAVUT LANE,Marpole,491533.0581,5451029.4574
Other Theft,2023,4,30,12,0,81XX FRASER ST,Sunset,493367.0448,5450934.5631
Other Theft,2023,1,31,23,10,81XX FREMLIN ST,Marpole,490727.9031,5451018.5587
Other Theft,2023,4,8,15,45,81XX GRANVILLE ST,Marpole,489778.4815,5451040.4319
Other Theft,2023,4,27,5,0,81XX LORD ST,Marpole,491366.3463,5450931.4109
Other Theft,2023,3,28,7,27,81XX MANITOBA ST,Marpole,491989.2004,5450914.4792
Other Theft,2023,1,29,16,24,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2023,3,16,13,36,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2023,4,3,14,0,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2023,4,4,14,50,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2023,4,4,18,48,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2023,4,5,21,23,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2023,4,7,14,10,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2023,4,26,21,4,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2023,5,1,22,1,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2023,5,9,12,52,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2023,1,11,16,35,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2023,2,1,18,53,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2023,2,2,19,25,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2023,2,2,16,30,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2023,2,23,19,14,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2023,3,3,16,55,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2023,3,14,10,54,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2023,3,17,18,37,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2023,4,13,11,51,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2023,4,27,13,39,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2023,5,5,15,7,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2023,3,2,18,30,81XX ONTARIO ST,Marpole,492228.6975,5450927.3661
Other Theft,2023,1,17,13,0,82XX FRASER ST,Sunset,493356.7124,5450812.9691
Other Theft,2023,1,1,1,45,82XX FRASER ST,Sunset,493366.1679,5450841.3246
Other Theft,2023,1,29,23,20,82XX ONTARIO ST,Marpole,492223.3538,5450775.8529
Other Theft,2023,3,16,13,36,82XX ONTARIO ST,Marpole,492223.3538,5450775.8529
Other Theft,2023,4,8,10,29,82XX ONTARIO ST,Marpole,492223.3538,5450775.8529
Other Theft,2023,2,18,11,37,83XX ELLIOTT ST,Killarney,495880.0898,5450583.7507
Other Theft,2023,1,11,13,0,84XX CAMBIE ST,Marpole,491469.8332,5450752.5423
Other Theft,2023,1,9,16,41,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2023,2,18,13,47,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2023,2,22,15,15,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2023,3,3,10,45,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2023,6,4,21,8,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2023,1,16,0,0,84XX JELLICOE ST,Killarney,496530.3493,5450451.2551
Other Theft,2023,4,11,11,0,84XX OSLER ST,Marpole,490411.7173,5450769.1799
Other Theft,2023,1,3,19,57,85XX RIVER DISTRICT CRSS,Killarney,497742.7423,5450407.315
Other Theft,2023,5,12,9,32,85XX RIVER DISTRICT CRSS,Killarney,497742.7423,5450407.315
Other Theft,2023,1,6,20,14,85XX RIVER DISTRICT CRSS,Killarney,497743.5991,5450329.6925
Other Theft,2023,3,18,12,1,85XX RIVER DISTRICT CRSS,Killarney,497743.5991,5450329.6925
Other Theft,2023,4,12,21,40,85XX RIVER DISTRICT CRSS,Killarney,497747.2884,5450363.7895
Other Theft,2023,4,22,14,7,85XX RIVER DISTRICT CRSS,Killarney,497747.2884,5450363.7895
Other Theft,2023,2,9,10,49,85XX RIVERGRASS DR,Killarney,497934.8697,5450314.8178
Other Theft,2023,4,27,6,11,85XX WILTSHIRE ST,Marpole,489341.0561,5450733.8883
Other Theft,2023,5,3,19,48,86XX BOUNDARY RD,Killarney,498282.4182,5450221.7219
Other Theft,2023,1,21,0,0,86XX FRENCH ST,Marpole,489862.0857,5450537.5564
Other Theft,2023,4,13,10,11,86XX GRANVILLE ST,Marpole,489766.7904,5450577.4154
Other Theft,2023,4,12,0,0,86XX HUDSON ST,Marpole,490199.4574,5450593.4646
Other Theft,2023,5,13,12,0,86XX HUDSON ST,Marpole,490199.4574,5450593.4646
Other Theft,2023,4,22,15,44,86XX OSLER ST,Marpole,490409.0681,5450626.5117
Other Theft,2023,2,18,17,0,88XX GRANVILLE ST,Marpole,489773.5009,5450300.8412
Other Theft,2023,4,24,20,40,88XX LAUREL ST,Marpole,490829.1462,5450381.6812
Other Theft,2023,4,14,22,0,88XX LAUREL ST,Marpole,490923.8822,5450230.7068
Other Theft,2023,3,15,0,0,8X E 22ND AVE,Riley Park,492485.4001,5455365.4738
Other Theft,2023,3,15,19,30,8X EXPO BLVD,Central Business District,492283.9607,5458374.5952
Other Theft,2023,3,24,18,30,8X EXPO BLVD,Central Business District,492283.9607,5458374.5952
Other Theft,2023,3,30,20,31,8X EXPO BLVD,Central Business District,492283.9607,5458374.5952
Other Theft,2023,5,31,18,51,8X EXPO BLVD,Central Business District,492283.9607,5458374.5952
Other Theft,2023,4,8,15,1,8X NELSON ST,Central Business District,491569.1713,5458021.678
Other Theft,2023,6,7,23,0,8X PACIFIC BLVD,Central Business District,492266.4699,5458261.6836
Other Theft,2023,5,6,11,15,8X SWITCHMEN ST,Mount Pleasant,492545.384,5457611.1706
Other Theft,2023,5,12,23,15,8X W 1ST AVE,Mount Pleasant,492272.5777,5457513.4638
Other Theft,2023,1,22,15,50,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2023,1,31,15,30,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2023,2,2,11,56,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2023,2,2,15,30,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2023,2,16,21,3,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2023,2,21,17,1,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
